Tanggal,Tn,Tx,Tavg,RH_avg,ss,ff_x,ddd_x,ff_avg,ddd_car,bulan,RR
12-03-2012,25.6,34.2,28.1,80,5.4,7,240,2,8,3,0
13-03-2012,25.4,31.7,27.6,83,1,8,240,2,7,3,13.6
14-03-2012,25.6,33,28.4,77,1.7,8,320,2,7,3,2.2
15-03-2012,25.3,35.3,29,68,4.7,10,310,2,7,3,0
16-03-2012,25.1,32.8,28.2,75,2,11,220,2,7,3,0.1
17-03-2012,25.2,30.1,27.6,78,0,6,240,2,7,3,0.4
18-03-2012,24.8,32.7,27.8,80,4.3,8,250,3,6,3,6.4
19-03-2012,24.2,32.2,27.5,78,1.5,9,290,3,7,3,7
20-03-2012,25.2,27.8,26.3,83,0,12,360,3,7,3,0.5
21-03-2012,24.2,31.4,27,82,4.1,9,320,2,5,3,1.9
22-03-2012,24,31.8,27.4,82,6.7,10,330,3,8,3,26.2
23-03-2012,24.2,31.9,27.5,82,8,8,330,2,7,3,9.29629629629629
24-03-2012,24,31.8,28,82,8,6,320,2,6,3,2.6
25-03-2012,24.7,32.6,27.5,82,7,6,350,3,7,3,17.2
26-03-2012,24.8,31.4,27.5,84,3.4,8,340,2,7,3,6.4
27-03-2012,23.8,33.2,27.5,82,8,7,340,2,4,3,1.6
28-03-2012,24.5,31.2,27.9,78,7.7,8,330,2,4,3,0
29-03-2012,25.6,31.1,28,79,8,7,330,2,4,3,0
30-03-2012,24,31.8,27.6,76,7.7,6,340,2,7,3,0
31-03-2012,24,31.8,28,80,7.1,7,330,2,4,3,9.29629629629629
02-04-2012,24,31.8,27.8,82,7.7,9,340,2,5,4,4.8
03-04-2012,24.6,31.5,27.5,80,6.3,8,360,1,3,4,24.2
04-04-2012,24.4,31.2,27.7,79,3.7,8,360,2,4,4,15.3346153846154
05-04-2012,23.8,31.2,26.1,88,4.2,8,360,1,3,4,17.6
06-04-2012,23.5,32.2,26.6,84,5.3,11,360,2,4,4,15.2
07-04-2012,23.8,31.3,26.7,85,7.5,8,360,2,8,4,34
08-04-2012,23.6,31.2,27.1,82,7.1,7,360,2,3,4,30.3
09-04-2012,24.5,32.2,27.9,82,6.3,8,360,3,4,4,3.5
10-04-2012,24.1,31.4,27.1,86,6.6,6,360,2,8,4,83.3
11-04-2012,24.4,31.2,27.4,82,6.8,8,125,3,4,4,0
12-04-2012,24,31,27.1,86,8,9,155,4,4,4,40.8
13-04-2012,24,31.1,27.7,84,6.9,10,110,3,4,4,2.8
14-04-2012,24.6,31.2,27.3,85,6,8,115,4,4,4,49.9
15-04-2012,24.8,31,27.3,85,1.3,5,155,2,8,4,22
16-04-2012,25,31.6,27.7,84,7.1,6,140,2,4,4,15.3346153846154
17-04-2012,25,32.4,27.8,84,4.5,7,120,2,4,4,5.2
18-04-2012,25.3,31.3,27.9,84,6.2,9,95,3,4,4,1.9
19-04-2012,25.4,31.2,28.4,80,8,8,155,3,4,4,2.8
20-04-2012,26,31.6,28.6,77,6.6,8,110,2,4,4,6.5
21-04-2012,24.6,30.8,27.5,81,8,6,110,2,4,4,0.9
22-04-2012,25.2,31.2,27.6,79,8,6,110,2,4,4,1.8
23-04-2012,24.2,31.4,27.4,81,8,8,130,3,3,4,15.3346153846154
24-04-2012,25.2,31.2,28.3,81,8,6,120,3,4,4,0
25-04-2012,25,31.6,28,83,8,7,110,3,4,4,0
26-04-2012,25.7,30.8,28.5,79,6.2,8,140,3,4,4,2
27-04-2012,25.6,31.6,28.1,76,7.1,6,150,2,5,4,0.7
28-04-2012,23.8,31.3,27.4,78,8,6,120,2,4,4,0
29-04-2012,24.9,31.2,27.8,82,6.9,8,280,2,7,4,0
30-04-2012,24.6,30.4,27.2,82,2.1,8,330,1,7,4,48.5
01-05-2012,23.7,31.2,27.1,83,8,3,290,3,4,5,19.3
02-05-2012,24.8,31.7,28.7,83,7.9,8,140,3,4,5,0
03-05-2012,26,31.2,28.2,73,8,6,130,2,4,5,8.09
04-05-2012,24.4,31.2,28.1,76,7.6,6,120,2,8,5,0
05-05-2012,24,32.2,28,81,7.9,9,110,2,4,5,1.5
06-05-2012,24.2,31.2,26.4,87,3.3,4,110,1,3,5,87.4
07-05-2012,24.2,30.9,26.8,86,3.3,8,300,1,8,5,1
08-05-2012,23.8,30.9,27.6,82,7.8,7,130,2,4,5,3.7
09-05-2012,25.4,31.2,28.3,78,8,8,100,3,4,5,0
10-05-2012,24.8,31.2,28,76,8,7,130,2,4,5,0
11-05-2012,23.6,30.4,26.8,83,8,6,160,3,4,5,0
12-05-2012,23.8,30.8,27,81,7.8,8,50,3,3,5,0
13-05-2012,24.8,28.6,25.8,93,0,10,150,2,8,5,3.8
14-05-2012,24.4,30.8,26.8,87,6,7,190,2,6,5,52.2
15-05-2012,23.8,30.8,27.3,86,7.5,6,140,2,2,5,9
16-05-2012,24.6,32.4,28.2,83,6.7,5,90,2,4,5,23.2
17-05-2012,25.1,32.1,28.3,83,7.8,6,120,2,8,5,0.4
18-05-2012,24.4,31.4,28.4,83,6.3,6,120,2,4,5,3
19-05-2012,25,32,28,82,8,11,110,4,3,5,0
20-05-2012,24.8,30.6,28.3,82,2.9,10,130,5,3,5,34.8
21-05-2012,26.6,30.8,27.8,79,7.9,9,130,3,4,5,3.4
22-05-2012,24.5,31,27.2,77,8,9,130,3,3,5,0
23-05-2012,24.6,30.1,26.8,80,7.2,11,100,4,4,5,0
24-05-2012,24.6,30.2,27.7,76,8,11,110,4,2,5,0
25-05-2012,24,30.4,26.8,79,8,10,130,4,3,5,0
26-05-2012,23.8,30.1,26.4,81,8,7,90,3,4,5,0
27-05-2012,24,30,26.6,86,7.8,9,110,5,3,5,0
28-05-2012,24.8,29.6,26.9,82,5.1,10,110,4,3,5,0
29-05-2012,25.6,30,27.3,79,8,9,130,4,3,5,0
30-05-2012,24.5,30,26.7,82,8,6,120,3,3,5,0
31-05-2012,24.7,29.6,26.7,83,5.1,8,120,3,3,5,0
01-06-2012,25.4,30.2,27.4,81,2.1,8,130,3,3,6,0
02-06-2012,24,29.8,26.2,81,6.8,8,120,3,3,6,0
03-06-2012,24.2,29.6,26.4,80,8,8,105,4,3,6,0
04-06-2012,24.8,29.2,26.3,84,2.2,8,130,2,4,6,0
05-06-2012,23,28.6,25.8,83,2.7,6,110,2,3,6,0
06-06-2012,24,29.9,26.7,84,0.8,8,210,2,4,6,0
07-06-2012,23.5,31,26.4,88,4.4,4,130,2,3,6,6.6
08-06-2012,23.6,31.6,27.5,87,0.6,6,120,3,3,6,0
09-06-2012,25,30.8,27.9,86,7.8,6,120,2,4,6,0
10-06-2012,25.7,30.9,27.6,85,6.4,6,120,2,4,6,0
11-06-2012,25.8,31.1,27.2,84,0,6,120,2,4,6,0.744444444444444
12-06-2012,25.2,31.1,27.4,82,5.2,5,100,3,3,6,0.3
13-06-2012,25.6,31.2,27.9,80,8,8,100,3,4,6,0.9
14-06-2012,24.6,30,26.7,82,6.7,7,140,2,4,6,0
15-06-2012,22.7,30,25.9,79,8,7,110,2,3,6,0
16-06-2012,22.6,30,26.1,80,8,8,130,3,4,6,0
17-06-2012,23.6,31,26.6,82,7.6,7,100,4,4,6,5
18-06-2012,24.3,30.8,27.3,82,7.6,9,130,4,4,6,2.5
19-06-2012,23.6,30.2,27.1,80,8,12,120,4,3,6,0
20-06-2012,25.3,30.2,27.4,83,6.2,8,120,3,3,6,0.2
21-06-2012,24.8,30.4,27.4,84,6.1,8,120,4,4,6,0
22-06-2012,25,30.3,27.1,80,8,9,130,4,4,6,2.4
23-06-2012,25.2,29.4,27.3,77,7.6,9,120,4,4,6,0
24-06-2012,23.9,29.6,26,75,8,10,90,4,3,6,0
25-06-2012,24,30.9,26.3,75,8,9,120,3,3,6,0
26-06-2012,22.4,30.8,25.3,82,8,8,110,3,3,6,0
27-06-2012,22.3,29.6,24.8,82,7.6,8,110,3,4,6,0
28-06-2012,23.1,31.6,26,79,7.4,8,160,5,4,6,0.744444444444444
29-06-2012,24.4,29.4,25.9,80,7.5,10,110,4,3,6,2.2
30-06-2012,21.9,29,25.2,78,8,10,120,3,4,6,0.744444444444444
02-07-2012,23.4,28.7,25.6,76,6.7,9,110,4,4,7,0
03-07-2012,23.9,28.6,26.4,80,5.8,10,130,5,4,7,0
04-07-2012,24.8,28.6,25.9,78,7.8,9,110,4,4,7,0
05-07-2012,23.3,27.8,24.9,78,8,9,130,4,3,7,0
06-07-2012,23.4,28.1,25.6,80,8,8,120,4,3,7,0
07-07-2012,23.6,28.5,25.2,80,8,8,110,4,4,7,0
08-07-2012,23.7,27.8,25.5,82,8,8,120,4,3,7,0
09-07-2012,22.5,28,25.1,80,8,9,120,4,3,7,0
10-07-2012,23.4,28,25.3,84,7.8,7,140,3,4,7,0
11-07-2012,23.1,28.3,25.2,80,5.3,7,120,3,4,7,0
12-07-2012,21.5,28.2,24.2,84,8,7,110,3,3,7,0
13-07-2012,21.5,28,25.5,79,8,9,100,3,3,7,0
14-07-2012,22.2,28.5,25.1,84,7.7,8,140,3,3,7,0
15-07-2012,23.1,28.5,25.9,85,5.4,7,100,4,3,7,0
16-07-2012,24,27.8,25.5,83,8,8,100,4,3,7,0
17-07-2012,24.2,27.6,24.8,82,2,8,130,3,3,7,0
18-07-2012,22.7,28.2,24.7,84,6.4,4,90,4,3,7,0.169230769230769
19-07-2012,22.4,28.2,25.3,84,1.1,4,90,3,3,7,0
20-07-2012,24,28.3,25.8,87,5.4,10,110,5,3,7,0
21-07-2012,24.2,27.8,25.2,82,6.9,8,120,4,3,7,0
22-07-2012,24.2,28.1,25.4,81,6.6,9,90,4,3,7,0.169230769230769
23-07-2012,23.8,27.8,25.1,81,8,9,110,3,3,7,0
24-07-2012,22.8,28.5,24.5,81,7.8,8,90,4,4,7,0
25-07-2012,22.4,28.3,25.7,80,6.1,9,110,4,3,7,0
26-07-2012,22,28.2,25.1,78,8,8,140,4,3,7,0.169230769230769
27-07-2012,23.5,28.2,25.4,79,4.5,8,140,3,3,7,0
28-07-2012,21.8,28.2,25,80,8,7,110,3,4,7,0
29-07-2012,23,28.4,24.8,84,6.2,8,120,3,4,7,0.169230769230769
30-07-2012,22,28.6,25.3,78,6,8,100,2,4,7,0
31-07-2012,22,28,24.4,84,8,8,110,3,3,7,4.4
01-08-2012,21.8,27.8,24.1,79,8,8,100,3,3,8,0
02-08-2012,19.8,27.8,23.5,84,8,8,140,4,3,8,0
03-08-2012,20.5,28.5,25.3,84,6.9,8,120,4,3,8,0
04-08-2012,23.7,28,25.2,84,8,9,110,4,3,8,0
05-08-2012,23.2,27.8,25.4,84,7.9,9,130,4,3,8,0
06-08-2012,24,27.9,25.6,84,5.6,7,140,3,3,8,0
07-08-2012,23.6,27.9,25.5,82,8,8,160,3,4,8,0
08-08-2012,23,28,25,80,7.6,8,140,3,4,8,0
09-08-2012,22.9,28,25,81,6.8,8,130,4,3,8,0.0535714285714286
10-08-2012,23.6,27.8,25.6,80,8,10,130,5,3,8,0
11-08-2012,24,28.4,25.2,83,7.3,9,110,3,3,8,0
12-08-2012,23.2,28.2,25.4,82,8,8,110,3,3,8,0
13-08-2012,22.6,28.2,24.8,81,8,8,140,3,3,8,0
14-08-2012,22.3,28.2,24.5,78,7.4,8,120,3,3,8,0
15-08-2012,19.5,27.1,23.8,80,8,8,110,3,3,8,0
16-08-2012,20.8,27.5,24.4,79,8,8,120,3,3,8,0
17-08-2012,21.8,28,24.6,82,8,8,130,4,4,8,0
18-08-2012,22.3,28.6,24.7,84,5,9,110,3,3,8,0
19-08-2012,22.6,27.7,24.5,82,8,9,110,3,3,8,0.0535714285714286
20-08-2012,22.6,28.2,25.4,80,7.3,8,120,3,3,8,0
21-08-2012,21.2,28.1,24.2,82,7.6,8,140,3,3,8,0
22-08-2012,22,28,25,81,7.6,9,140,4,3,8,0
23-08-2012,23.6,28,25.3,76,8,8,120,4,4,8,0.0535714285714286
24-08-2012,22.7,27.8,24.4,76,8,8,110,3,4,8,0
25-08-2012,20.5,28.2,23.6,80,8,9,110,3,3,8,0
26-08-2012,21.2,28.2,25.3,79,8,8,130,4,3,8,0
27-08-2012,23.8,30.8,25.1,85,2.2,8,120,3,3,8,0.5
28-08-2012,23.8,28.8,25.7,88,2.3,7,170,4,4,8,0
29-08-2012,24.6,28.3,25.5,85,6.1,9,110,4,3,8,0
30-08-2012,23.8,28.4,26.1,79,8,10,110,4,3,8,1
31-08-2012,24.2,28.3,25.5,80,6.8,10,120,3,3,8,0
01-09-2012,21,28.1,24.7,76,8,7,150,3,4,9,0
02-09-2012,21.7,28.3,24.4,81,8,7,140,3,3,9,0
03-09-2012,21.2,28.4,25.4,78,8,8,110,3,3,9,0
04-09-2012,23.2,28.5,25.6,83,6.2,8,150,3,3,9,0
05-09-2012,23.6,28.4,25.8,83,7.7,7,120,4,3,9,0
06-09-2012,24.1,29,26,84,6.4,8,120,3,3,9,0
07-09-2012,23.2,29.2,26,82,8,8,120,3,3,9,0
08-09-2012,24,28.9,26.3,80,8,8,130,3,3,9,0
09-09-2012,23.6,29,26,82,8,8,130,3,3,9,0
10-09-2012,23.2,28.7,25.8,82,7.1,8,140,3,3,9,0
11-09-2012,22.6,29.8,25.9,80,8,8,110,3,3,9,0
12-09-2012,23,29.6,26.3,78,8,9,130,4,3,9,0
13-09-2012,23,29.6,26,77,3.6,8,100,3,4,9,0
14-09-2012,24,29.6,26.1,77,5.3,7,140,3,3,9,0
15-09-2012,24.5,29.2,26.4,80,6,8,150,4,4,9,0
16-09-2012,25.2,29.2,26.6,80,6.7,8,130,3,4,9,0
17-09-2012,23.4,29.9,26.9,78,8,8,110,3,4,9,0
18-09-2012,24.8,30.4,27.4,79,7.9,7,160,4,3,9,0
19-09-2012,24.6,31.6,26.6,82,8,9,120,4,3,9,0
20-09-2012,24.7,29.8,27,83,5.7,8,150,4,3,9,0
21-09-2012,25.3,30,27,84,7.5,10,140,4,3,9,0
22-09-2012,25,29.3,26.8,82,7.8,8,100,4,3,9,0
23-09-2012,24.4,29.4,26.7,78,8,8,130,3,3,9,0
24-09-2012,23.6,29.4,26.1,78,7.7,8,170,3,3,9,0
25-09-2012,22.6,29.8,26.1,78,7.7,8,160,3,3,9,0
26-09-2012,24.3,29.9,26.5,77,7.7,8,150,3,3,9,0
27-09-2012,24,29.6,26.2,79,7.5,8,120,2,4,9,0
28-09-2012,23,29.6,25.8,79,6.7,7,160,2,4,9,0
29-09-2012,22.8,29.8,25.7,80,8,8,120,3,4,9,0
30-09-2012,22.7,29.3,25.9,82,8,8,120,3,3,9,0
01-10-2012,24.2,29.6,26.5,80,7.8,9,110,3,4,10,0
02-10-2012,24.5,29.6,26.7,80,8,8,100,3,4,10,0
03-10-2012,24.2,29.8,26.9,81,8,9,120,3,4,10,0
04-10-2012,24.2,30.4,27.3,80,8,8,160,3,3,10,0
05-10-2012,24,30.4,27.1,81,8,8,120,3,3,10,0
06-10-2012,24.6,30.5,26.6,81,7.1,9,110,3,3,10,0
07-10-2012,25,30.4,27,80,6.3,8,110,3,4,10,4.32
08-10-2012,25.4,28.8,26.7,86,1.8,10,120,4,4,10,2
09-10-2012,23.9,29.8,26.7,86,7.8,8,110,4,4,10,21
10-10-2012,25.2,29.7,26.5,86,7.9,8,130,3,4,10,3
11-10-2012,23.5,31.2,26.6,81,8,7,210,2,4,10,0
12-10-2012,24.2,30.4,26.9,77,5.4,7,140,3,4,10,0
13-10-2012,24.6,31.6,27.6,79,5.9,7,130,3,3,10,0
14-10-2012,25.7,30.7,27.9,86,8,9,140,4,3,10,0
15-10-2012,25.4,30.8,28.1,84,6,10,140,4,4,10,0
16-10-2012,24.6,30.6,27.4,85,7,8,120,4,4,10,4.32
17-10-2012,25.2,29.5,26.7,84,2.4,8,110,3,4,10,19
18-10-2012,24.4,30,26.9,87,7.6,9,110,4,4,10,4.32
19-10-2012,24.1,30,27,84,7.4,9,130,4,4,10,52
20-10-2012,25.2,30.1,27.1,86,7.9,8,120,4,4,10,4.32
21-10-2012,26,30,27.8,82,7.4,8,130,4,4,10,0
22-10-2012,25.6,30.7,27,76,8,6,160,2,4,10,0
23-10-2012,23.8,30.6,27.2,78,8,6,170,2,4,10,0
24-10-2012,24,30.7,26.9,80,8,7,120,3,4,10,0
25-10-2012,24.8,31.2,28.1,73,8,7,200,3,4,10,0
26-10-2012,26,30.6,28.3,75,8,8,130,4,4,10,0
27-10-2012,26.3,31.2,28.4,78,8,8,90,3,4,10,4.32
28-10-2012,25.4,31.7,28.4,80,7.3,7,110,3,3,10,0
29-10-2012,25.5,32.4,28.2,85,7.7,7,150,2,7,10,0
30-10-2012,24.9,31.5,27.7,82,3.1,6,140,2,3,10,11
31-10-2012,24.6,31.6,28,80,8,7,140,2,3,10,4.32
01-11-2012,25.5,31.6,28.5,83,7.7,8,140,2,4,11,0
02-11-2012,25.8,31,28.2,86,4.6,7,130,3,4,11,19
03-11-2012,24.6,31.4,27.5,86,4.5,6,150,2,4,11,14
04-11-2012,25.2,30.2,27.8,85,5,9,140,3,3,11,5
05-11-2012,25.2,31.4,27,84,0.1,9,90,3,4,11,4
06-11-2012,24.3,30.4,26.1,88,1.9,8,170,4,4,11,124
07-11-2012,24.4,30.1,27.9,75,7.1,8,130,3,4,11,86
08-11-2012,24.2,30.2,26.7,86,7.1,8,100,3,4,11,7
09-11-2012,24.4,30.9,28.2,83,7.3,8,130,3,4,11,4
10-11-2012,24.8,31,27.2,87,4.4,8,130,2,4,11,65
11-11-2012,24.6,30.2,26.7,83,3.6,6,130,2,4,11,10
12-11-2012,24.8,30.4,28.1,76,4.3,7,140,3,4,11,1
13-11-2012,25,30.9,27.3,86,3.1,7,120,2,4,11,2
14-11-2012,24.4,31.6,27.9,83,4.5,7,120,2,5,11,13
15-11-2012,24.4,30.7,27.2,86,4.2,6,150,2,5,11,18
16-11-2012,25.1,32,28.6,83,7.5,6,140,3,4,11,23.1071428571429
17-11-2012,25.5,32,28.7,81,7.1,7,120,2,4,11,0
18-11-2012,25.8,30,26.6,88,0.4,7,150,2,8,11,0
19-11-2012,23.2,30.3,27.2,84,7.2,8,130,2,4,11,66
20-11-2012,23.7,30.8,27.7,83,5.1,9,110,3,4,11,18
21-11-2012,24.6,28.2,25.1,94,0,8,40,1,3,11,14
22-11-2012,23.4,29.8,26.2,91,3.1,8,140,3,4,11,98
23-11-2012,23.9,30.2,25.7,90,2.1,8,180,1,4,11,38
24-11-2012,24.4,30.8,27.3,85,5.2,9,140,2,4,11,11
25-11-2012,24.1,31.2,26.9,88,7.6,6,110,1,4,11,15
26-11-2012,24.8,31.8,28.2,82,6.7,6,140,2,4,11,3
27-11-2012,25.6,32.4,29,81,4.3,7,290,2,4,11,23.1071428571429
28-11-2012,25.2,32,28.5,82,4,7,190,1,5,11,5
29-11-2012,24.7,31.4,28.3,78,6.1,5,150,2,4,11,7
30-11-2012,25.1,32.3,27.5,84,5,8,180,2,4,11,0
03-12-2012,24.1,30.9,26.2,89,1.1,3,260,1,3,12,2.3
04-12-2012,25,30.4,26.8,88,1.5,4,210,1,6,12,6.5
05-12-2012,24.6,28.6,26,89,0,3,270,1,7,12,2.1
06-12-2012,24.2,31.2,27.1,74,2,4,160,1,3,12,9.3
07-12-2012,24.5,31.3,27.3,76,1,5,270,1,7,12,5.6
08-12-2012,24.3,31.3,27.4,76,4.7,5,110,2,5,12,22.6
09-12-2012,24.4,32.4,27.6,69,6.9,4,140,2,4,12,6.1
10-12-2012,24.9,29.6,26.5,86,1.3,3,150,1,8,12,42.1
11-12-2012,24.5,34,28.3,64,6.8,6,210,3,8,12,55.3
12-12-2012,24.2,32.5,27.9,69,5.6,4,310,2,7,12,6.1
13-12-2012,24,32,27.9,72,3,5,250,1,7,12,1.7
14-12-2012,24,31.7,27.4,68,1.6,11,220,2,8,12,7.5
15-12-2012,24.2,32.4,28.1,70,6.1,7,180,2,8,12,4.8
16-12-2012,25.1,32.4,28.8,69,2.8,6,210,2,7,12,20.2222222222222
17-12-2012,25,28.8,26.4,83,0,6,260,2,7,12,20.2222222222222
18-12-2012,24.4,29.9,26.9,72,0,4,260,1,6,12,25.4
19-12-2012,24.3,29,26.5,76,0,5,210,1,6,12,19.7
20-12-2012,24,32.1,28.1,63,6.9,5,130,1,5,12,3.1
21-12-2012,25.1,32.2,27.2,75,3.3,4,200,2,8,12,1.8
22-12-2012,24.2,31.9,27.2,68,4.7,4,230,2,8,12,90
23-12-2012,24.4,32.2,27.7,72,4.4,4,240,2,5,12,16.7
24-12-2012,24.5,31.9,27.9,72,3,5,230,2,7,12,1.7
25-12-2012,25,31.9,27.5,71,5.3,4,240,1,7,12,34.4
26-12-2012,24.8,32.2,28.3,74,1.3,4,240,2,7,12,5.5
27-12-2012,24.6,32.4,27.7,68,5.9,5,230,2,7,12,28.6
28-12-2012,24.6,33.4,27.9,70,6,6,260,2,6,12,8.4
29-12-2012,24.9,31.1,28,72,0.9,5,320,0,6,12,88.7
30-12-2012,24.6,32.2,27.7,72,5.3,4,185,2,6,12,48.7
31-12-2012,25.3,32,27.6,69,3.2,5,340,2,6,12,1.3
01-01-2013,24.5,31.8,26.8,87,2.7,6,320,2,6,1,7.9
02-01-2013,24.9,32.4,27.8,84,6.3,5,230,2,6,1,17.3
03-01-2013,23.9,31.4,27,86,2.4,4,310,2,7,1,68.8
04-01-2013,24.2,32.9,28.5,78,3.1,5,290,2,5,1,13.8
05-01-2013,24.3,31.1,27.5,78,3.8,5,280,2,6,1,27.4
06-01-2013,25.4,32,28.1,82,0.1,6,240,3,6,1,0
07-01-2013,25.2,31.2,27.4,83,0.6,5,260,2,7,1,1.8
08-01-2013,25.2,30.8,27.5,84,1.2,6,290,3,7,1,8.76896551724138
09-01-2013,25.6,32.2,28.5,77,5.3,13,260,4,7,1,8.76896551724138
10-01-2013,24.3,33.2,28.3,75,7.8,16,270,5,7,1,0
11-01-2013,25.4,33.2,28.9,72,4,9,280,3,7,1,0
12-01-2013,26,34.8,29,78,3.8,8,260,2,7,1,0
13-01-2013,25.4,33.9,28.4,78,4.1,5,330,2,7,1,2.7
14-01-2013,25.4,31.5,27.2,86,1.4,5,250,1,8,1,7.1
15-01-2013,25.3,30.9,27.7,82,1.3,4,250,2,8,1,7.8
16-01-2013,24.8,32.9,27.5,82,4.3,6,240,1,7,1,2.1
17-01-2013,24.5,32.9,28,81,4.2,6,10,2,1,1,3
18-01-2013,24.6,32.2,27.8,80,1.1,7,320,2,8,1,4.9
19-01-2013,24.5,32.1,27.5,83,4.3,7,240,3,8,1,37.5
20-01-2013,24.8,33,28.5,81,4.1,5,60,2,7,1,4.1
21-01-2013,25.9,33.2,28.2,83,6.3,5,240,2,7,1,0
22-01-2013,24.8,34.4,28.1,80,7,10,280,2,6,1,2.9
23-01-2013,24.2,32.8,27.5,80,6.7,7,300,2,6,1,0.6
24-01-2013,23.9,33.4,26.8,83,3.4,5,240,2,7,1,4.6
25-01-2013,24.4,32.5,26.7,86,5.4,6,250,1,7,1,0
26-01-2013,24.6,32.5,26.9,84,4.5,5,210,2,7,1,1.8
27-01-2013,24.8,32.9,27.5,84,5.4,6,240,2,7,1,0.9
28-01-2013,24.9,34,28.6,77,4.9,6,270,2,7,1,3.1
29-01-2013,24.6,32.8,28,79,7.7,7,270,2,6,1,1.8
30-01-2013,25.1,33,28.8,77,7.4,7,330,3,6,1,1.5
31-01-2013,23.5,32.3,26.9,85,4,5,240,1,6,1,30.9
01-03-2013,26,33,29.4,76,5.9,8,210,2,8,3,0
02-03-2013,25.4,35.2,29.2,77,6.3,5,210,2,8,3,0
03-03-2013,26.2,33.2,27.7,82,5.6,10,260,3,8,3,0
04-03-2013,24.5,33.8,27.3,82,4.7,6,250,2,7,3,0.4
05-03-2013,25,30.4,26.5,87,1,5,250,1,7,3,1.2
06-03-2013,24.5,32.5,27.8,80,8,5,270,2,5,3,12.8
07-03-2013,25,33.2,28.7,77,8,5,230,2,5,3,1
08-03-2013,25.3,32.3,27.9,82,6,4,250,2,5,3,3.1
09-03-2013,24.6,31.4,27.5,85,5.7,7,230,1,7,3,28.5
10-03-2013,25.4,32.7,27.4,83,7.4,5,270,2,7,3,0.1
11-03-2013,24.4,32,27.5,82,6.2,5,210,1,4,3,23.1
12-03-2013,25,33.6,28.5,79,4.5,5,270,2,8,3,0
13-03-2013,24.8,33.2,28.4,80,7.6,7,210,2,7,3,8.58214285714286
14-03-2013,24.8,32.7,27.7,83,7.4,4,240,2,7,3,11.6
15-03-2013,24.8,32.7,27,85,1.5,3,280,0,1,3,4.8
16-03-2013,24.5,30.6,27,85,1,3,260,0,7,3,1.3
17-03-2013,25.1,31.8,27.7,84,4,5,220,2,6,3,4.1
18-03-2013,24.9,33.1,28.1,80,8,5,250,2,7,3,1.4
19-03-2013,24.9,32.6,27.1,84,5.7,9,30,2,4,3,8.58214285714286
20-03-2013,23.6,31.4,27.4,85,7.5,5,120,2,4,3,28.9
21-03-2013,24.2,31.7,27.8,80,8,4,140,2,4,3,6.6
22-03-2013,25.2,31.9,28,82,6.5,5,130,2,3,3,1
23-03-2013,24.1,31.8,28.1,83,6.8,5,110,2,4,3,47
24-03-2013,25.1,31.4,27.8,83,5.4,6,140,2,3,3,8.8
25-03-2013,25.3,32.4,28.7,82,6.6,8,160,2,4,3,0.4
26-03-2013,24.6,31.6,27.9,83,8,5,120,3,4,3,19.3
27-03-2013,25.4,32.3,28.1,80,5.6,4,120,2,7,3,1.2
28-03-2013,25.3,32,28.7,80,7,4,130,1,4,3,8.58214285714286
29-03-2013,25.5,30.4,26.9,91,1.3,3,70,1,3,3,10.8
30-03-2013,25,31.6,28.1,84,5.7,4,100,1,3,3,10.4
31-03-2013,24.3,31.6,27.3,86,6.6,5,140,1,4,3,12.5
01-04-2013,24.6,32.2,29,84,4.1,4,210,2,4,4,31.9
02-04-2013,26.4,32.4,29.2,79,7.9,6,190,2,4,4,1.8
03-04-2013,24.9,32.9,28.8,80,6.9,3,210,1,4,4,6.3
04-04-2013,26.3,32.6,28.8,80,5.9,4,210,2,7,4,9.8125
05-04-2013,26.1,33,28.7,82,5.9,5,210,2,4,4,2.5
06-04-2013,25.5,32.3,28.6,81,7.7,4,210,2,7,4,18.7
07-04-2013,24.5,31.6,27.2,83,0.8,6,340,2,7,4,10.5
08-04-2013,23,31.3,27,81,2.9,4,230,2,4,4,49.1
09-04-2013,24,32.4,28.5,82,5.1,5,180,2,4,4,0
10-04-2013,23.1,31.3,26,88,5.6,5,230,1,4,4,20.8
11-04-2013,24,31.6,27.8,83,5.8,6,110,2,3,4,11.1
12-04-2013,24.6,30.6,27.1,84,1.9,7,210,2,3,4,26.2
13-04-2013,24.9,31.9,27.8,84,8,6,220,2,6,4,4.5
14-04-2013,25.4,32.8,28.7,80,7.1,5,210,2,7,4,0.2
15-04-2013,25.4,31.7,28.1,88,3.1,3,210,1,6,4,18.2
16-04-2013,26,31.8,28.4,84,6,6,220,2,6,4,1.6
17-04-2013,25.7,32.2,28.5,83,8,5,140,2,3,4,9.8125
18-04-2013,24,31,26.6,86,2.6,4,100,1,8,4,26.2
19-04-2013,24.6,31.6,27.5,80,6.9,6,120,2,4,4,1.9
20-04-2013,24.6,32,27.9,80,7.8,5,170,2,3,4,0.5
21-04-2013,25.5,32.4,29,81,7,5,200,2,4,4,0.4
22-04-2013,26.1,32.2,28.2,80,3.8,5,300,1,4,4,9.8125
23-04-2013,25.6,31.2,28,82,2.2,5,90,2,7,4,0
24-04-2013,25.6,32.5,28.7,81,7,4,110,1,4,4,9.8125
25-04-2013,26.3,32,28.5,84,6.3,5,230,2,5,4,9.8125
26-04-2013,25.3,31.6,27.9,78,7.3,5,130,2,4,4,1.6
27-04-2013,25.4,31.8,28.8,78,8,4,140,2,4,4,0
