Tanggal,Tn,Tx,Tavg,RH_avg,ss,ff_x,ddd_x,ff_avg,ddd_car,bulan,RR
08-11-2015,24.8,31,27.1,87,2.5,6,150,2,1,11,15.9125
09-11-2015,24.8,31,27.4,85,5.9,6,140,2,4,11,2.4
10-11-2015,25.0608695652174,27.2,25.4,91,6.72962962962963,6,180,1,1,11,41.2
11-11-2015,25.0608695652174,30.1,27,87,0.5,5,110,2,4,11,8.7
12-11-2015,25,30.4,27.7,86,7.4,7,150,2,1,11,15.9125
13-11-2015,25.2,30.7,27.5,87,7,6,130,2,4,11,15.9125
14-11-2015,25.6,30.8,28.1,85,7.4,6,140,3,3,11,10.5
15-11-2015,26,30.6,27.4,88,8.5,7,140,4,4,11,5
16-11-2015,24,31,27.7,83,8,6,130,2,4,11,44.4
17-11-2015,25.0608695652174,31,28.2,78,9.5,6,140,2,4,11,0
18-11-2015,25.6,31.3,28.1,84,10,4,150,2,1,11,4.8
19-11-2015,25.0608695652174,31.2,27.9,84,8.5,6,140,2,1,11,2.8
20-11-2015,25.0608695652174,31.4,27.8,87,8.5,5,120,2,4,11,33.4
21-11-2015,25,31.6,28.3,84,7.1,7,130,3,4,11,0
22-11-2015,24.8,29.2,26.2,93,7,3,280,1,1,11,28.1
23-11-2015,25,32,28.1,86,6.72962962962963,6,150,2,1,11,21
24-11-2015,25.0608695652174,32.2,28,84,6.5,6,140,2,1,11,0
25-11-2015,25.4,30.8,28.4,83,9,7,160,2,1,11,15.9125
26-11-2015,25.3,32,27.2,87,7.4,5,340,1,1,11,6.2
27-11-2015,24.6,31.4,27.7,85,4,5,130,2,1,11,1
28-11-2015,25,32.2,28.5,82,2.5,6,130,2,1,11,0
29-11-2015,25.6,32.2,27.9,86,7,7,130,1,1,11,12.2
30-11-2015,24.8,31.8,27.9,86,3.4,8,150,3,4,11,7.6
01-12-2015,25.1962962962963,31,27.8,86,9.3,4,150,1,1,12,19.9
02-12-2015,25.4,31.8,28.3,85,1.5,5,130,2,1,12,4.4
03-12-2015,25.6,31.2,27.4,84,8,5,140,2,1,12,0
04-12-2015,24.4,31.1,26.9,87,5.07241379310345,8,40,2,4,12,2.4
05-12-2015,24.2,30.6,27.1,91,2.6,7,110,2,1,12,131.9
06-12-2015,25.1962962962963,31.4,27.1,88,5.4,4,120,2,1,12,23.6
07-12-2015,24.9,32.3,28.6,82,3.3,5,120,2,1,12,14.9607142857143
08-12-2015,24.8,32,27.1,89,10,6,300,2,1,12,58.7
09-12-2015,24.6,32.2,28.1,82,4.3,7,130,2,1,12,8.2
10-12-2015,25,32.6,27.9,86,9.6,5,120,2,4,12,25.9
11-12-2015,25.2,32,28.4,83,4,6,120,2,1,12,1.7
12-12-2015,25.1,30.2,26.4,92,4.6,6,150,1,1,12,20.6
13-12-2015,24.1,31.8,27.8,84,0.4,5,200,1,1,12,57.2
14-12-2015,25.6,30.2,26.9,88,7,4,240,2,1,12,8.6
15-12-2015,24.1,30.6,26.9,85,1,5,230,2,1,12,14
16-12-2015,24.8,31,26.6,88,5,4,220,1,1,12,18.2
17-12-2015,24.8,32.8,27,86,3.4,5,250,1,1,12,3.9
18-12-2015,25.1,30.4,27.2,86,2,5,220,1,1,12,1.2
19-12-2015,25,32.4,28,82,0,5,210,2,1,12,0.8
20-12-2015,25.1962962962963,31.8,28.1,82,4.5,4,250,1,1,12,14.9607142857143
21-12-2015,25,32.8,27.8,83,5.07241379310345,6,320,2,1,12,9
22-12-2015,24.8,31.7,27.6,85,4.5,5,290,1,1,12,3.7
23-12-2015,25.3,31.6,27.8,84,6.5,8,230,4,7,12,1
24-12-2015,26.2,31.4,28,79,1.4,7,280,4,7,12,0
25-12-2015,25.4,31.9,27.8,82,2.1,6,250,2,1,12,2.7
26-12-2015,26.2,32.2,28.5,80,8.3,6,180,2,1,12,0
27-12-2015,25.1962962962963,32.6,29,79,5.5,5,180,1,1,12,1.3
28-12-2015,26,32.4,29.4,77,9,6,120,2,1,12,0
29-12-2015,26.1,32.2,29,80,9.3,4,120,2,1,12,0
30-12-2015,26.4,31.72,29.6,77,7.5,6,170,2,1,12,14.9607142857143
31-12-2015,26.2,33.4,30,75,7.1,5,170,2,1,12,0
01-01-2016,25.7,32.2,28.5,86,10,4,150,1,1,1,0
02-01-2016,25.8,32.6,29.4,80,4.5,6,120,2,4,1,0
03-01-2016,25.8,33.4,29.3,80,8.1,6,150,2,1,1,4.4
04-01-2016,27.1,33.1620689655172,29.4,81,9,4,170,1,1,1,7.30869565217391
05-01-2016,27,33.3,29.3,79,7,5,150,2,7,1,7.30869565217391
06-01-2016,25.8,33.1620689655172,29.1,78,5,5,110,2,4,1,7.30869565217391
07-01-2016,27,33.6,29.5,81,6.85,6,150,2,1,1,0
08-01-2016,26.5,33.2,28.3,84,7,5,140,2,1,1,7.30869565217391
09-01-2016,25,32.4,28.4,82,6.4,7,150,2,1,1,38.8
10-01-2016,25.8,32.8,28.6,80,10,5,130,1,1,1,3.5
11-01-2016,25.8,32.9,28.3,83,10,4,120,2,1,1,7.30869565217391
12-01-2016,24.8,32.6,28.4,80,5,5,140,1,1,1,0.5
13-01-2016,25.8,33.4,28.5,77,7.3,5,120,2,1,1,7.30869565217391
14-01-2016,26,32.6,28.7,82,8.4,5,100,2,4,1,0
15-01-2016,26,34.2,28.7,84,5.3,5,250,1,1,1,13.3
16-01-2016,26.1,32.6,29.2,79,5.4,4,200,2,1,1,0
17-01-2016,25.8,33,28.6,83,1,4,150,2,4,1,33.1
18-01-2016,26.6,33.5,28.8,82,9.5,6,340,2,1,1,7.30869565217391
19-01-2016,25.8,33.4,28.7,81,5.5,4,230,1,1,1,1.5
20-01-2016,25.4,31.4,27,90,6.5,7,250,2,1,1,11.4
21-01-2016,24.4,33,27.8,87,6.85,6,210,2,1,1,4.6
22-01-2016,25.8,32.4,27.1,91,6.5,4,100,2,1,1,3.7
23-01-2016,25.4,33.8,29.1,75,5.2,9,320,3,1,1,7.5
24-01-2016,25.8,33.8,28.1,81,10,7,340,2,1,1,0
25-01-2016,24,31.9,28.1,79,2,3,100,1,1,1,14.6
26-01-2016,25.2,33.7,28.9,81,6.85,4,220,2,1,1,1.9
27-01-2016,25.8,33.6,28.6,82,7,7,240,2,1,1,1
28-01-2016,25.8,34.2,29.2,79,5.3,8,200,3,7,1,1.8
29-01-2016,26,34,29.1,79,8.5,4,270,2,1,1,0.5
30-01-2016,26.2,34.2,28.4,84,9,4,230,2,7,1,7.30869565217391
31-01-2016,25.8,34,27.9,84,7.4,5,50,2,7,1,26
01-02-2016,23.8,31.9,27.7,84,4.44444444444444,5,230,2,1,2,85
02-02-2016,25.2,30.2,26.4,90,4.2,5,350,1,1,2,18.1904761904762
03-02-2016,24,29,26.1,90,0.3,3,80,0,1,2,44.6
04-02-2016,25.2,30,26.6,91,0,4,280,1,1,2,9.8
05-02-2016,25.2,31.8,27.1,89,1.3,6,250,2,1,2,12.9
06-02-2016,24.8,32.8,28.1,84,3.4,7,180,2,1,2,49.8
07-02-2016,24.6,32.5,28,84,7,4,210,1,1,2,53.7
08-02-2016,24.8,31.9923076923077,26.7,90,8.5,6,180,1,1,2,9.1
09-02-2016,25.2,30.7,26.1,93,0.1,3,270,0,1,2,20.6
10-02-2016,25.0038461538462,30.4,27.2,89,0,4,220,1,1,2,18.1904761904762
11-02-2016,24.8,31.2,27.3,85,4.44444444444444,3,250,1,1,2,7.4
12-02-2016,24.8,29,26.2,92,0.5,6,270,2,1,2,13.8
13-02-2016,24.2,30,26.7,88,0.1,5,120,1,1,2,18.1904761904762
14-02-2016,24.6,32.7,28.6,82,3.2,4,140,2,7,2,0.8
15-02-2016,25.1,34.7,27.7,87,7,4,240,2,7,2,18.1904761904762
16-02-2016,25.0038461538462,31.6,26.9,87,6.5,4,350,1,1,2,9.9
17-02-2016,25.8,32.3,27.3,87,3,5,350,2,1,2,1.3
18-02-2016,25,32.6,28.3,84,5,4,200,1,1,2,8.5
19-02-2016,26,33.2,29.1,82,9,4,110,2,1,2,18.1904761904762
20-02-2016,25.2,33.2,29.1,80,9.1,5,200,3,7,2,0
21-02-2016,25.0038461538462,32.6,29.3,80,7.4,6,210,2,1,2,0
22-02-2016,25.2,32.7,28.2,81,5.3,4,130,1,1,2,5.5
23-02-2016,25.6,31.9923076923077,28.7,80,5.2,3,210,2,8,2,18.1904761904762
24-02-2016,25.2,33.4,27.9,82,6,5,190,2,8,2,18.1904761904762
25-02-2016,25.2,31.9923076923077,27.6,83,6,4,300,2,1,2,18.1904761904762
26-02-2016,24.8,33.2,28.4,83,5.3,5,220,2,7,2,2.1
27-02-2016,25.4,33.2,28.1,84,9,5,220,2,7,2,1.2
28-02-2016,25.3,33.9,27.5821428571429,85.75,3.3,4,290,2,1,2,1.5
29-02-2016,25.1,33,26.9,90,4.3,7,340,2,1,2,44.5
01-03-2016,25.6034482758621,33,27.8,80,5.3,8,330,4,8,3,68.2
02-03-2016,25.4,34.2,29.3,73,9.2,6,320,2,1,3,0
03-03-2016,26,32.8,28.8,81,4.2,6,130,3,4,3,7.58571428571429
04-03-2016,24.6,32.2,27.8,84,8.6,5,150,2,1,3,18.1
05-03-2016,24.8,30.8,27.1,88,6.20357142857143,4,220,1,1,3,31.5
06-03-2016,25.2,34,28.5,84,2,5,260,2,1,3,7.58571428571429
07-03-2016,24.8,33.3,28.9,82,6.20357142857143,4,130,2,1,3,1.9
08-03-2016,26.2,32.8,29,81,8.9,3,130,2,1,3,7.58571428571429
09-03-2016,25.4,33.4,28.9,82,5,4,100,2,1,3,0
10-03-2016,26,33.7,29.4,80,8.2,5,120,2,1,3,7.58571428571429
11-03-2016,26.2,32.4,28,86,9,4,160,2,1,3,3.5
12-03-2016,25.6034482758621,33.2,29.4,81,6.20357142857143,4,60,2,7,3,7.58571428571429
13-03-2016,25.6,33.4,29.3,79,8.3,5,120,2,1,3,7.58571428571429
14-03-2016,26.3,33.3,29.6,77,8.5,4,120,1,1,3,0
15-03-2016,26,33.2,29.2,78,7.2,5,150,2,1,3,0
16-03-2016,26,33.8,29.8,77,10,6,220,2,1,3,0
17-03-2016,26.8,32.8,29.5,78,8.3,4,130,2,1,3,7.58571428571429
18-03-2016,25.4,34,28.7,80,2,4,190,1,1,3,1.3
19-03-2016,26,32,29,80,5.3,4,130,1,1,3,7.58571428571429
20-03-2016,26.4,33.4,28.5233333333333,82.0689655172414,4.5,5,340,2,1,3,7.58571428571429
21-03-2016,26.4,32.8966666666667,28.1,89,3.6,4,250,1,1,3,7.8
22-03-2016,26.2,32.9,27.8,88,0,4,130,2,1,3,0
23-03-2016,25,31.8,26.6,90,4.5,4,50,1,1,3,4.9
24-03-2016,24.9,32.4,27.8,85,4,3,250,2,7,3,4.3
25-03-2016,25,32.6,28.2,85,6.4,4,140,2,1,3,2.2
26-03-2016,24.5,32.2,27.6,82.0689655172414,5.5,4,160,1,1,3,0.6
27-03-2016,25.6,33.4,28.6,82,6.5,4,140,1,1,3,9.6
28-03-2016,25.8,33.5,29.3,78,9.5,4,170,1,1,3,7.58571428571429
29-03-2016,25.8,31.6,27.6,86,8.5,5,120,2,1,3,1.2
30-03-2016,25.2,32.6,28,84,3.5,4,230,2,1,3,1.8
31-03-2016,25,32.2,28.1,82,7.2,5,150,1,1,3,2.4
01-04-2016,25.2,32.4,28.9,82,3.5,5,150,2,1,4,19.2789473684211
02-04-2016,25.6,32.4,28.3,83,7.5,4,160,1,1,4,3.4
03-04-2016,25.6,32.9,28.8,82,5.3,5,130,2,1,4,19.2789473684211
04-04-2016,25.6,32.4,28.3,83,9,3,120,2,1,4,34.8
05-04-2016,25.4,32.7,28.6,84,9.6,4,90,1,1,4,0.2
06-04-2016,25.4,32.8,28.1,84,4.6,5,170,2,1,4,0
07-04-2016,25.6,32.9,28.6,83,7.5,4,110,2,1,4,19.2789473684211
08-04-2016,25.8,33.6,28.6,86,8,3,110,2,7,4,19.2789473684211
09-04-2016,24.8,31.5,27.6,88,4.5,3,160,1,1,4,151.7
10-04-2016,25,32.9,28.8,85,3.5,4,120,2,1,4,19.2789473684211
11-04-2016,26.4,33.8,28.8,86,5.2,5,240,1,1,4,0.6
12-04-2016,24.4,32.9,27.6,87,4,3,290,1,1,4,65.6
13-04-2016,25.4,31.4,27.6,85,6.3,4,270,2,1,4,0
14-04-2016,25.6,32.2,27,88,1.3,3,180,1,1,4,19.2789473684211
15-04-2016,25.2,32.2,27.6,89,1.4,3,190,1,1,4,1.8
16-04-2016,24.4,32.8,28.8,84,4.6,4,340,1,1,4,16.2
17-04-2016,25.4,32.8,28.5,82,6.2,4,130,1,1,4,0.6
18-04-2016,25.9,33.5,29.4,82,8.3,4,110,2,1,4,19.2789473684211
19-04-2016,26.6,32.6,29.2,83,10.2,4,120,2,1,4,1
20-04-2016,26.1,32.6,29.2,82,0.4,5,150,3,4,4,1
21-04-2016,26,32.8,28.6,81,9.2,4,130,2,1,4,19.2789473684211
22-04-2016,25.6,32.4,28.8,81,7.5,7,130,2,1,4,6.4
23-04-2016,25.6,32.6,29,81,7.5,4,140,1,1,4,0
24-04-2016,25.8,32.5,28.7,82,9.2,4,290,2,1,4,19.2789473684211
25-04-2016,26.6,33.2,29.2,79,8.2,5,140,2,1,4,19.2789473684211
26-04-2016,26.4,32.2,28,88,8,4,160,1,1,4,0
27-04-2016,25.6,32.2,27.9,84,2.5,4,110,1,1,4,19
28-04-2016,26,32.3,27.6,87,6.2,3,150,1,1,4,19.2789473684211
29-04-2016,25.6,32.2,27.9,85,6.09310344827586,6,120,2,1,4,49.3
30-04-2016,25.4,31.9,28.9,84,7.5,5,70,2,1,4,14.7
01-05-2016,25.596,31.4,28.1413793103448,86.5862068965517,6.32692307692308,3,130,1,1,5,14.2608695652174
02-05-2016,25.596,32.2,28.2,89,6.32692307692308,4,140,1,1,5,14.2608695652174
03-05-2016,25.6,33.4,28.8,83,7.2,4,200,1,1,5,14.2608695652174
04-05-2016,25.6,32.4,29.2,84,6.5,3,100,1,1,5,0
05-05-2016,24.8,31.2,28,89,8.5,6,230,1,1,5,52.5
06-05-2016,26.2,32.8,28.5,85,2,4,150,1,1,5,14.2608695652174
07-05-2016,25.596,32,27.9,87,6.5,6,280,1,1,5,0.7
08-05-2016,24.6,32.8,28,84,5,6,160,2,1,5,16.3
09-05-2016,25.596,32.2,27.2,88,8.2,5,330,1,1,5,1.2
10-05-2016,24.4,31.4,27.7,87,7,5,100,2,1,5,31
11-05-2016,25.1,33.8,27.8,90,7.2,4,140,1,1,5,14.4
12-05-2016,25.6,32,27.9,88,3,4,180,1,1,5,1.5
13-05-2016,25.6,32.5,28.6,86,6.3,5,120,3,4,5,1
14-05-2016,25.8,33.4,28,87,9.3,3,150,1,1,5,20.4
15-05-2016,25.8,32,28.6,87,7.3,8,100,3,4,5,5.2
16-05-2016,26,31.9,27.8,92,6.32692307692308,3,130,1,1,5,14.2608695652174
17-05-2016,25.6,32.2,28.5,86,2.6,4,110,2,1,5,39
18-05-2016,26,32.6,28.4,85,8.3,6,100,3,4,5,14.2608695652174
19-05-2016,26,32.6,28.5,84,9.5,5,140,2,3,5,3.3
20-05-2016,25.596,32.4,28.9,84,6.32692307692308,6,150,2,4,5,14.2608695652174
21-05-2016,26.4,32.2,28.6,87,8,5,150,2,1,5,8.5
22-05-2016,26.9,32.1,28.8,86,7.2,4,150,2,4,5,0.4
23-05-2016,25.6,30.1,27.5,87,7.5,4,100,1,1,5,7.5
24-05-2016,25.8,32,28.4,85,2.5,5,130,2,4,5,1
25-05-2016,26.2,32.4,28.7,85,7.3,6,120,2,3,5,0.9
26-05-2016,26.2,32.3,28.6,86,6.32692307692308,9,50,2,4,5,37.4
27-05-2016,25.596,31.8,27.7,87,7.5,5,320,1,1,5,69
28-05-2016,25.3,31.7,28.1413793103448,86.5862068965517,4.5,3,140,2,1,5,14.2608695652174
29-05-2016,25.5,32.2,27.1,90,8,3,110,1,1,5,9
30-05-2016,24.3,32.1,27.2,85,3,4,350,1,1,5,7.8
31-05-2016,25,31.4,27,88,4.6,6,230,2,1,5,0
01-06-2016,25.6,31.1724137931034,28,85,1,5,130,2,1,6,4.5
02-06-2016,25.8,32.9,28.8,80,8,3,150,2,7,6,20.33125
03-06-2016,24.4518518518519,31.2,27,87,9.2,3,330,1,1,6,46
04-06-2016,25.4,25,28.3,82,7.6,5,150,2,1,6,0.5
05-06-2016,25,32.6,28.5,83,9,4,130,2,1,6,20.33125
06-06-2016,24.6,31.9,28.1,84,8.5,4,120,1,1,6,10.4
07-06-2016,25.6,31.8,28.6,83,7.5,4,160,1,1,6,20.33125
08-06-2016,24.6,31.8,27.1,88,9.6,3,130,1,3,6,10.2
09-06-2016,24.9,31.3,27.2,90,6.308,4,290,2,1,6,20.33125
10-06-2016,23.6,31,26.9,88,1.8,5,140,2,1,6,20.33125
11-06-2016,24.4,31.3,27.9,85,6.5,4,250,2,1,6,20.33125
12-06-2016,25.6,31.9,28.5,82,7,5,210,1,1,6,20.33125
13-06-2016,25.4,32.6,28.9,81,8,3,110,1,1,6,20.33125
14-06-2016,25.4,31.1,28.1,84,6.308,3,300,1,8,6,20.33125
15-06-2016,24.4518518518519,33,27.9,81,2.5,4,300,1,1,6,0.8
16-06-2016,25,32,28.4,82,6.5,5,120,2,4,6,0
17-06-2016,25,33.2,28.5,79,6.2,4,260,2,1,6,0.5
18-06-2016,25,29.8,26.8,88,6.3,6,250,2,1,6,20.33125
19-06-2016,23.8,29,26,86,6.308,3,80,1,1,6,27.4
20-06-2016,23.6,31.2,27.3,86,0,5,110,1,1,6,20.33125
21-06-2016,24.4518518518519,31.2,27.7,82,6.5,4,140,1,1,6,20.33125
22-06-2016,23.6,31.8,27.5,83,8.5,3,300,2,1,6,20.33125
23-06-2016,23,30.2,26.5,84,6,3,110,1,1,6,34.2
24-06-2016,23.6,31.1,26.6,83,8,4,70,1,1,6,0
25-06-2016,23.7,30.9,27.4,88,8.5,8,120,3,3,6,54.2
26-06-2016,25.1,31.4,27.8,81,6.3,4,90,2,3,6,2.1
27-06-2016,24.5,28.9,25.3,91,6.2,4,290,1,1,6,1
28-06-2016,21.2,31.7,25.6,87,6.308,6,100,2,1,6,129.9
29-06-2016,23,31.3,27.2,86,6.308,3,200,1,1,6,20.33125
30-06-2016,24.2,30.9,27.5,85,2.5,4,330,1,1,6,3.6
01-07-2016,24.8,31.5,28.1,84,7.54814814814815,4,150,2,4,7,36.8294117647059
02-07-2016,24,31.6,27.3,85,8.6,3,140,1,1,7,4.5
03-07-2016,24,31.8,28,83,0.8,4,120,1,1,7,36.8294117647059
04-07-2016,25,32.2,28.1,86,9.5,6,200,1,1,7,15.9
05-07-2016,26,32,28.7,83,8.5,6,140,2,1,7,36.8294117647059
06-07-2016,25.2,32,28.1,80,8.6,5,100,2,3,7,36.8294117647059
07-07-2016,25.8,31.4,28.2,82,9.8,4,340,2,4,7,36.8294117647059
08-07-2016,24.8,32.2,27.9,80,9,4,90,2,4,7,10.2
09-07-2016,24.1,31.6,27.3,85,7.54814814814815,4,130,2,4,7,36.8294117647059
10-07-2016,22.3,31.5,28.2,82,7.1,5,120,3,4,7,6
11-07-2016,24,31.5,27.5,87,9,6,120,2,1,7,91
12-07-2016,23.8,29,26,91,7.1,3,120,2,1,7,93.7
13-07-2016,24.1,31.3103448275862,27.2,85,1,3,120,1,1,7,36.8294117647059
14-07-2016,23.5,31.7,27.9,86,9,5,150,2,4,7,36.8294117647059
15-07-2016,24.7,31.8,27.7,86,8.5,3,150,1,7,7,112
16-07-2016,25,32.1,27.9,85,6.5,4,130,1,1,7,36.8294117647059
17-07-2016,23.8,30.8,26.9,88,7,2,110,1,1,7,82.5
18-07-2016,24.6,31.2,27.9,84,8,5,130,3,3,7,36.8294117647059
19-07-2016,24.6,30.9,27.7,80,6.5,4,100,2,1,7,18.6
20-07-2016,24.8,31.4,27.1,83,7.54814814814815,4,130,2,1,7,36.8294117647059
21-07-2016,23.6,31.2,27.6,81,5.5,5,150,2,7,7,0.7
22-07-2016,24.8,31.8,27.5,81,8.4,4,290,1,1,7,36.8294117647059
23-07-2016,24.4,31.6,27.5,82,3.3,5,150,1,1,7,7.8
24-07-2016,25,31.3103448275862,27.6,83,9.2,7,310,2,1,7,36.8294117647059
25-07-2016,24.5,30.9,27.2,82,9.6,3,130,1,1,7,0
26-07-2016,25.1,31,26.8,83,9.5,5,130,2,1,7,0.4
27-07-2016,23,31.2,26.2,85,7.54814814814815,8,120,3,4,7,8.8
28-07-2016,23.8,30.8,27,86,7.3,9,80,4,4,7,91.8
29-07-2016,24.4,31,27.8,83,8.5,7,120,4,4,7,67.2
30-07-2016,24.6,31,27.4,77,9,4,100,2,3,7,36.8294117647059
31-07-2016,24.2,29.3,26.2,86,9,7,130,4,4,7,15
01-08-2016,24.2,29.4,26.6,81,1,5,90,3,4,8,3.4
02-08-2016,23,31.05,26.1,82,5.6,4,140,2,4,8,5.2
03-08-2016,23,30,26.7,81,7,4,130,2,1,8,13.8058823529412
04-08-2016,23.4,31.8,26.3,84,6.72758620689655,3,110,1,1,8,0.5
05-08-2016,24.5172413793103,31,26.9,83,10,4,340,1,1,8,13.8058823529412
06-08-2016,25.6,30.6,27.4,83,9.5,4,160,1,5,8,13.8058823529412
07-08-2016,25.6,31.8,27.5,83,5.2,5,170,1,1,8,1.5
08-08-2016,25.6,32.2,27.6,88,5.3,3,120,1,1,8,2.1
09-08-2016,24.6,33.2,27.7,85,4.5,3,150,1,1,8,13
10-08-2016,25.3,31.2,27.8,84,7,5,120,3,4,8,13.8058823529412
11-08-2016,25.1,31.2,27.5,77,10,5,130,3,3,8,13.8058823529412
12-08-2016,25.4,30.8,26.8,88,10,7,110,4,3,8,9.4
13-08-2016,24.2,29.5,26.7,86,0.4,8,120,5,4,8,102.5
14-08-2016,24.8,30.8,28.4,72,3,7,120,3,4,8,13.3
15-08-2016,24.4,29.8,26.5,86,5.2,5,90,2,3,8,14
16-08-2016,24.8,31.2,27.7,82,5.3,8,300,2,1,8,8.5
17-08-2016,23.8,30.8,26.8,86,7,6,120,3,4,8,13.8058823529412
18-08-2016,24.6,31,27.5,84,7.5,5,120,3,4,8,2.1
19-08-2016,24.6,30.6,27,75,9.5,9,100,4,3,8,13.8058823529412
20-08-2016,24,31,27,76,10,5,100,3,3,8,0
21-08-2016,24.4,33.8,27,76,10.4,6,100,3,4,8,13.8058823529412
22-08-2016,24,28.7,25.4,85,5.5,8,140,3,4,8,5.6
23-08-2016,23,30.2,27.3,77,1.2,7,120,3,4,8,6.9
24-08-2016,24.8,30.8,27.3,78,10.6,9,140,4,2,8,13.8058823529412
25-08-2016,24.5172413793103,30.2,26.9,77,6.72758620689655,4,120,2,3,8,13.8058823529412
26-08-2016,25,32,26.9,85,3.3,4,120,2,4,8,13.8058823529412
27-08-2016,24.6,31.4,27.7,87,8,4,130,2,1,8,25
28-08-2016,24.8,32.2,28.2,81,6,4,180,1,1,8,13.8058823529412
29-08-2016,24.8,31.4,28.1,82,9.7,5,120,2,4,8,13.8058823529412
30-08-2016,24.6,31.5,27.9,83,9,5,120,2,4,8,21.7
31-08-2016,25,31.4,27.8,87,8.4,6,140,2,1,8,13.8058823529412
01-09-2016,25,30.8,27.6,86,5,5,100,2,4,9,10.9
02-09-2016,23,31.4,27.5,86,8,4,160,2,4,9,0
03-09-2016,25.2,31.6,28.3,80,8.6,4,120,2,4,9,0
04-09-2016,25.4,31.0592592592593,27.8,83,8.2,6,130,2,4,9,29.5
05-09-2016,25.8,31.3,28.1,84,5.66153846153846,7,130,2,4,9,28.3954545454545
06-09-2016,25.3,31.0592592592593,27.6,84,7.5,3,200,1,7,9,28.3954545454545
07-09-2016,24.7045454545455,32.8,27.9,82,4,7,360,3,4,9,28.3954545454545
08-09-2016,24.7045454545455,31.6,28.7,79,9.5,8,120,3,1,9,2.3
09-09-2016,24.8,31.4,27.6,84,8,9,120,5,4,9,32.3
10-09-2016,24.7045454545455,30.2,26.1,85,8.3,6,110,4,4,9,59.3
11-09-2016,24.7045454545455,31.1,27.8,80,4.5,9,120,6,4,9,8.7
12-09-2016,25,30.8,27.9,77,9,7,130,4,4,9,2
13-09-2016,25.2,30,26.8,81,6.6,5,130,2,3,9,28.3954545454545
14-09-2016,24.3,31.2,24.9,91,5,11,60,4,4,9,34.1
15-09-2016,24,29,26,91,4,4,160,2,4,9,88.4
16-09-2016,24.7045454545455,30.8,27.4,86,5.66153846153846,5,130,3,4,9,4.6
17-09-2016,23.3,28.6,25.3,91,7,4,280,1,1,9,113.5
18-09-2016,23.6,32.7,28.2,83,1.3,5,280,1,1,9,3.2
19-09-2016,25,31.4,27.5,86,7,4,120,1,1,9,28.3954545454545
20-09-2016,25,30.2,27.2,89,6,4,280,1,1,9,54.9
21-09-2016,24.8,31.2,28.3,79,1,3,120,1,1,9,42.6
22-09-2016,25.8,31.3,28.3,85,6.3,6,170,2,1,9,28.3954545454545
23-09-2016,24.7045454545455,31.0592592592593,27.7,85,3.3,5,120,2,1,9,9.1
24-09-2016,24.7045454545455,31.2,27.2,87,8.1,6,170,1,1,9,2.8
25-09-2016,24,28.8,27.2,83,5.66153846153846,6,190,2,1,9,26.9
26-09-2016,25.2,30.8,27.8,83,5.6,5,230,2,1,9,0
27-09-2016,25,31.2,27.5,86,1.2,5,250,2,1,9,28.3954545454545
28-09-2016,24.2,30,26.8,87,2.2,3,60,1,1,9,99.6
29-09-2016,24.6,34.2,29.3,77,2,4,320,1,1,9,28.3954545454545
30-09-2016,24.7045454545455,33,27.2,88,5.66153846153846,5,120,1,1,9,0
01-10-2016,24.352,32.6,27.4,84,0,8,230,2,1,10,34.152380952381
02-10-2016,24.352,29.6,26.9,86,8,4,230,2,7,10,1.3
03-10-2016,24.4,29.2,25.3,91,0.3,3,300,1,1,10,57.8
04-10-2016,24.2,31,26.2,89,0,4,170,1,1,10,2.3
05-10-2016,24.6,32.1,28,83,3.4,4,190,2,5,10,1
06-10-2016,24.6,30.8,27.2,86,7.5,4,200,1,1,10,25.2
07-10-2016,25,31.3,27.8,84,6.2,3,130,2,4,10,34.152380952381
08-10-2016,23.9,31.4,25.2,94,5.5,4,170,2,8,10,42.3
09-10-2016,24,29.6,25.4,92,0,8,140,2,1,10,181.3
10-10-2016,24.2,30.2,26.8,87,0,3,170,0,1,10,13.1
11-10-2016,24.2,30.4,27.5,86,4.5,4,120,1,1,10,4.1
12-10-2016,23.6,31.4,26.7,89,5.5,5,130,1,1,10,64.3
13-10-2016,25.2,34.2,28.4,81,4.5,5,250,1,1,10,28
14-10-2016,25.4,31.9,26.5,90,7,4,350,1,1,10,34.152380952381
15-10-2016,23.8,32,27.6,83,2,3,130,1,1,10,34.152380952381
16-10-2016,23.6,31.8,28,83,5.5,4,20,1,1,10,3.3
17-10-2016,23.6,31.4,28,84,1,4,140,2,4,10,34.152380952381
18-10-2016,24.352,31.6,29,74,8.2,5,120,2,4,10,0
19-10-2016,25,32,28.5,79,10,4,110,2,4,10,34.152380952381
20-10-2016,25,31,27.9,87,10.5,6,150,1,1,10,41.8
21-10-2016,24.8,29.4,26.3,91,3.3,7,140,2,1,10,42.2
22-10-2016,24,31.8,27.6,85,0,5,130,1,1,10,67.8
23-10-2016,23.8,28.8,27,87,6.2,3,300,1,1,10,49
24-10-2016,24.6,31,26.8,85,0,3,150,1,1,10,34.152380952381
25-10-2016,24.6,31.2,26.7,89,4.49259259259259,4,110,1,1,10,14.6
26-10-2016,24.2,31.4,26.3,86,4.49259259259259,3,120,1,1,10,34.152380952381
27-10-2016,23.5,32.2,28.3,79,6.5,3,130,1,1,10,34.152380952381
28-10-2016,25,25,27.7,85,9.3,6,170,1,1,10,10.8
