Tanggal,Tn,Tx,Tavg,ss,ddd_x,ff_avg,N,NE,E,SE,S,SW,W,NW,C,Jan,Feb,Mar,Apr,Mei,Jun,Jul,Ags,Sep,Okt,Nov,Des,RH_avg_5day,RH1,RH2,RH3,RH_avg,ff_x,ff_x1,ff_x2,ff_x3,RR_avg5_day,RR1,RR2,RR3,RR
28-05-2014,25.4,31.6,29.7,,140,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,78.2142857142857,78.5357142857143,78,78.5357142857143,77,5,4,5,5,14.4285714285714,0,57.5,0,9.2
29-05-2014,26,31.8,29.5,,120,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,78.0142857142857,78,78.5357142857143,77,77,4,5,5,5,14.54,57.5,0,9.2,0
30-05-2014,25.4,31.7,28.9,,110,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,77.8142857142857,78.5357142857143,77,77,76,7,5,5,4,13.34,0,9.2,0,8.64285714285714
31-05-2014,24.6,30.4,28.3,,100,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,77.3071428571429,77,77,76,76,5,5,4,7,15.0685714285714,9.2,0,8.64285714285714,8.64285714285714
01-06-2014,24.2,31,29.2,9.5,140,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,76.9071428571429,77,76,76,75,5,4,7,5,5.29714285714286,0,8.64285714285714,8.64285714285714,0
02-06-2014,25.4,30.6,27.8,,130,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,76.2,76,76,75,83,5,7,5,5,5.29714285714286,8.64285714285714,8.64285714285714,0,0.5
03-06-2014,25.2,31.4,28.1,,130,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,77.4,76,75,83,84,4,5,5,5,3.55714285714286,8.64285714285714,0,0.5,13.884
04-06-2014,26,31.6,28.3,9.2,130,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,78.8,75,83,84,85,8,5,5,4,6.33394285714286,0,0.5,13.884,0
05-06-2014,18,31.2,29.2,,100,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80.6,83,84,85,79,7,5,4,8,4.60537142857143,0.5,13.884,0,0
06-06-2014,26,30.8,27.8,,120,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,81.2,84,85,79,83,8,4,8,7,2.8768,13.884,0,0,0
07-06-2014,25.4,30.8,27.9,,130,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,82.8,85,79,83,82,5,8,7,8,2.8768,0,0,0,13.884
08-06-2014,25.6,31.025,27.7,9.2,130,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,82.6,79,83,82,85,6,7,8,5,5.5536,0,0,13.884,0
09-06-2014,25.8,32.8,28.7,,150,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,82.8,83,82,85,85,4,8,5,6,2.7768,0,13.884,0,0
10-06-2014,25.3,33,28.5,,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,82.8,82,85,85,85,3,5,6,4,2.7768,13.884,0,0,4.9
11-06-2014,25.2,31.5,27.6,,160,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84,85,85,85,86,4,6,4,3,3.7568,0,0,4.9,4.3
12-06-2014,25,30.5,27.9,,170,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84.6,85,85,86,84,4,4,3,4,4.6168,0,4.9,4.3,0.5
13-06-2014,25.2,31,27.7,,110,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,85,85,86,84,84,7,3,4,4,1.94,4.9,4.3,0.5,0.8
14-06-2014,24,30.2,27.7,,100,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84.8,86,84,84,79,6,4,4,7,2.1,4.3,0.5,0.8,0
15-06-2014,25.1,30.5,26.7,1.7,70,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,83.6,84,84,79,87,5,4,7,6,2.1,0.5,0.8,0,3.5
16-06-2014,24.8,30.7,27.2,,120,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84,84,79,87,86,6,7,6,5,1.82,0.8,0,3.5,19.6
17-06-2014,24.6,31.6,27.7,,120,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84,79,87,86,87,3,6,5,6,4.88,0,3.5,19.6,13.884
18-06-2014,23.8,30.6,27.6,,110,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84.6,87,86,87,88,6,5,6,3,7.5568,3.5,19.6,13.884,110.2
19-06-2014,19,30.8,26,6,290,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,85.4,86,87,88,91,3,6,3,6,29.4368,19.6,13.884,110.2,90.1
20-06-2014,24.2,31,27.5,,120,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,87.8,87,88,91,86,5,3,6,3,47.4568,13.884,110.2,90.1,32.6
21-06-2014,24.2,31.4,27.4,,130,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,87.6,88,91,86,88,4,6,3,5,53.2768,110.2,90.1,32.6,0
22-06-2014,24.2,31.6,27.1,5.2,150,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,88,91,86,88,86,4,3,5,4,49.3568,90.1,32.6,0,6.9
23-06-2014,24.9,31.6,27.9,,110,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,87.8,86,88,86,83,4,5,4,4,47.96,32.6,0,6.9,13.884
24-06-2014,26,30.6,27.8,,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,86.8,88,86,83,84,4,4,4,4,28.6968,0,6.9,13.884,0
25-06-2014,25.3,31.3,27.8,,120,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,85.4,86,83,84,85,8,4,4,4,10.6768,6.9,13.884,0,0.7
26-06-2014,24.2,31.025,26.3,8.4,230,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,85.2,83,84,85,84.4,4,4,4,8,4.2968,13.884,0,0.7,6.6
27-06-2014,24.2,29.6,25.4,,110,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84.48,84,85,84.4,84.4,6,4,8,4,5.6168,0,0.7,6.6,25.5
28-06-2014,24.4,30.3,27.1,,130,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84.16,85,84.4,84.4,84.4,7,8,4,6,9.3368,0.7,6.6,25.5,39.1
29-06-2014,25.2,30.5,27.5,5.8,130,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84.44,84.4,84.4,84.4,84.4,6,4,6,7,14.38,6.6,25.5,39.1,1.3
30-06-2014,24.4965517241379,30.2,27.4,,120,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84.52,84.4,84.4,84.4,84.4,8,6,7,6,14.64,25.5,39.1,1.3,13.884
01-07-2014,,28.4,25.6,,130,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,84.4,84.4,84.4,84.4,84.6521739130435,8,7,6,8,17.2768,39.1,1.3,13.884,7
02-07-2014,23,30.2,26.2,2.2,130,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,84.4504347826087,84.4,84.4,84.6521739130435,88,5,6,8,8,17.3568,1.3,13.884,7,53.2
03-07-2014,23.9107142857143,30.2,27,,100,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,85.1704347826087,84.4,84.6521739130435,88,82,6,8,8,5,22.8968,13.884,7,53.2,20.8
04-07-2014,24,29.8391304347826,25.8,,120,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,84.6904347826087,84.6521739130435,88,82,91,8,8,5,6,19.2368,7,53.2,20.8,51.5
05-07-2014,24.2,29.6,27.2,,120,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,86.0104347826087,88,82,91,84.6521739130435,8,5,6,8,29.2768,53.2,20.8,51.5,4
06-07-2014,26.2,30.1,28.3,,100,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,86.0608695652174,82,91,84.6521739130435,80,9,6,8,8,27.3,20.8,51.5,4,0
07-07-2014,26,32.4,26.6,,80,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,85.1304347826087,91,84.6521739130435,80,84.6521739130435,6,8,8,9,25.9,51.5,4,0,10.1
08-07-2014,23.6,29.8391304347826,26,0.7,100,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,84.4608695652174,84.6521739130435,80,84.6521739130435,84.6521739130435,5,8,9,6,17.28,4,0,10.1,14
09-07-2014,23.3,29.8391304347826,26.5,,120,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,84.9913043478261,80,84.6521739130435,84.6521739130435,81,8,9,6,5,15.92,0,10.1,14,25.2
10-07-2014,24,29.8391304347826,26.2,,110,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82.9913043478261,84.6521739130435,84.6521739130435,81,86,5,6,5,8,10.66,10.1,14,25.2,7.6
11-07-2014,24.6,29,26.8,1.1,120,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,83.2608695652174,84.6521739130435,81,86,89,5,5,8,5,11.38,14,25.2,7.6,27.7
12-07-2014,23.4,29,25.9,,90,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,85.0608695652174,81,86,89,90,7,8,5,5,16.92,25.2,7.6,27.7,193.9
13-07-2014,23.6,31,25.1,,80,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,86.1304347826087,86,89,90,93,5,5,5,7,53.68,7.6,27.7,193.9,9
14-07-2014,23.3,27.2,25.4,,110,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,87.8,89,90,93,84.6521739130435,9,5,7,5,52.68,27.7,193.9,9,87.3
15-07-2014,23.5,29,25.6,0.6,130,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,88.5304347826087,90,93,84.6521739130435,83,7,7,5,9,65.1,193.9,9,87.3,4
16-07-2014,23.7,29.8391304347826,26.8,,110,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,87.9304347826087,93,84.6521739130435,83,76,6,5,9,7,64.38,9,87.3,4,2
17-07-2014,22.6,33,25.7,,100,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,85.3304347826087,84.6521739130435,83,76,79,5,9,7,6,59.24,87.3,4,2,0.6
18-07-2014,23,29.2,25.5,,130,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,83.1304347826087,83,76,79,84,4,7,6,5,20.58,4,2,0.6,25.2
19-07-2014,24.2,29.2,25.9,,110,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,81.3304347826087,76,79,84,85,4,6,5,4,23.82,2,0.6,25.2,8.8
20-07-2014,23.6,29.4,26.4,,140,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,81.4,79,84,85,84.6521739130435,4,5,4,4,8.12,0.6,25.2,8.8,16.2
21-07-2014,24,29.8,26.6,,140,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,81.7304347826087,84,85,84.6521739130435,84.6521739130435,7,4,4,4,10.56,25.2,8.8,16.2,1.7
22-07-2014,23.8,30,26.9,,100,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,83.4608695652174,85,84.6521739130435,84.6521739130435,85,5,4,4,7,10.5,8.8,16.2,1.7,30.2
23-07-2014,24.5,29.8,26.2,,120,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,84.6608695652174,84.6521739130435,84.6521739130435,85,86,7,4,7,5,16.42,16.2,1.7,30.2,25.2
24-07-2014,24,30.2,27.1,,120,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,85.0608695652174,84.6521739130435,85,86,84,7,7,5,7,16.42,1.7,30.2,25.2,6.1
25-07-2014,24.4,29.8391304347826,26.5,,120,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,84.8608695652174,85,86,84,88,8,5,7,7,15.88,30.2,25.2,6.1,31.1
26-07-2014,23.8,28.8,26.2,,80,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,85.5304347826087,86,84,88,86,8,7,7,8,18.86,25.2,6.1,31.1,23.4
27-07-2014,23.9107142857143,31,26.1,,120,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,85.8,84,88,86,83,9,7,8,8,23.2,6.1,31.1,23.4,45
28-07-2014,24.4,30,26.4,,120,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,85.4,88,86,83,84,5,8,8,9,26.16,31.1,23.4,45,0
29-07-2014,23.2,29.8,26.3,,120,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,85,86,83,84,79,8,8,9,5,21.12,23.4,45,0,25.2
30-07-2014,23.4,29.8391304347826,26.2,,120,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,84,83,84,79,85,8,9,5,8,24.94,45,0,25.2,25.2
31-07-2014,24.2,29.8391304347826,26.7,,130,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,83.4,84,79,85,84.6521739130435,9,5,8,8,23.76,0,25.2,25.2,0
01-08-2014,23.4,31.6,26.3,,160,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,83.1304347826087,79,85,84.6521739130435,82,5,8,8,9,19.08,25.2,25.2,0,0
02-08-2014,23.648,29.2137931034483,26.0833333333333,,130,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,82.9304347826087,85,84.6521739130435,82,81.6428571428571,7,8,9,5,10.08,25.2,0,0,0.7
03-08-2014,23,30,27.5,,110,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,82.4590062111801,84.6521739130435,82,81.6428571428571,78,7,9,5,7,10.22,0,0,0.7,2
04-08-2014,24.4,30.4,26.5,,120,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,82.2590062111801,82,81.6428571428571,78,89,6,5,7,7,5.58,0,0.7,2,55.2
05-08-2014,23.7,30.6,26.5,3,120,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,83.0590062111801,81.6428571428571,78,89,87,5,7,7,6,11.58,0.7,2,55.2,24.9
06-08-2014,24,30,26.6,,120,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,83.5285714285714,78,89,87,81.6428571428571,8,7,6,5,16.56,2,55.2,24.9,1.4
07-08-2014,24,29.8,27.5,,120,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,83.4571428571428,89,87,81.6428571428571,82,6,6,5,8,16.84,55.2,24.9,1.4,0
08-08-2014,23.648,29.4,27.2,,110,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,83.5285714285714,87,81.6428571428571,82,84,5,5,8,6,16.7,24.9,1.4,0,0
09-08-2014,25,29.2137931034483,26.8,,130,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,84.7285714285714,81.6428571428571,82,84,86,7,8,6,5,16.3,1.4,0,0,5.4
10-08-2014,24.7,29.6,26.4,,130,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,84.1285714285714,82,84,86,82,9,6,5,7,6.34,0,0,5.4,4.02173913043478
11-08-2014,23.6,28.9,26.7,,120,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,83.1285714285714,84,86,82,78,11,5,7,9,2.16434782608696,0,5.4,4.02173913043478,0
12-08-2014,23.648,29.3,26.2,,110,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,82.4,86,82,78,76,6,7,9,11,1.88434782608696,5.4,4.02173913043478,0,0.8
13-08-2014,23.6,29.2,26.2,,90,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,81.2,82,78,76,80,6,9,11,6,2.04434782608696,4.02173913043478,0,0.8,4.02173913043478
14-08-2014,23.648,29.2,26.3,7.6,90,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80.4,78,76,80,84,7,11,6,6,2.84869565217391,0,0.8,4.02173913043478,0
15-08-2014,25.3,29.2,26.4,,100,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80,76,80,84,78,8,6,6,7,1.76869565217391,0.8,4.02173913043478,0,0
16-08-2014,23.4,29.2,25.4,9.5,100,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,79.2,80,84,78,79,5,6,7,8,0.964347826086957,4.02173913043478,0,0,4.02173913043478
17-08-2014,21,28.4,25.2,,120,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,79.4,84,78,79,79,7,7,8,5,1.76869565217391,0,0,4.02173913043478,0
18-08-2014,22.4,28.7,25.1,,120,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80,78,79,79,80,5,8,5,7,1.60869565217391,0,4.02173913043478,0,0
19-08-2014,23.2,28.7,25,,110,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80,79,79,80,83,6,5,7,5,0.804347826086957,4.02173913043478,0,0,4.02173913043478
20-08-2014,23,28.9,25.9,,130,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,79.8,79,80,83,82,6,7,5,6,1.60869565217391,0,0,4.02173913043478,1
21-08-2014,22.9,29,26.1,,130,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80.6,80,83,82,82,5,5,6,6,1.80869565217391,0,4.02173913043478,1,0
22-08-2014,24.6,29.4,26.4,,110,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,81.2,83,82,82,82,8,6,6,5,1.00434782608696,4.02173913043478,1,0,0.4
23-08-2014,25,30,26.8,7.5,110,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,81.8,82,82,82,79,7,6,5,8,1.08434782608696,1,0,0.4,0
24-08-2014,24.9,29.6,26.5,,120,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,81.6,82,82,79,81.6428571428571,8,5,8,7,1.08434782608696,0,0.4,0,0.7
25-08-2014,24,28.4,26,,110,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,81.3285714285714,82,79,81.6428571428571,74,7,8,7,8,0.42,0.4,0,0.7,0
26-08-2014,24,28.4,25.3,10,110,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,79.7285714285714,79,81.6428571428571,74,83,6,7,8,7,0.22,0,0.7,0,4.02173913043478
27-08-2014,23.3,28,25,,110,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,79.9285714285714,81.6428571428571,74,83,83,6,8,7,6,1.02434782608696,0.7,0,4.02173913043478,4.02173913043478
28-08-2014,23,28.4,26.3,8.5,130,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80.1285714285714,74,83,83,81,5,7,6,6,1.74869565217391,0,4.02173913043478,4.02173913043478,4.02173913043478
29-08-2014,23.648,28.5,25.3,,110,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80.5285714285714,83,83,81,84,5,6,6,5,2.55304347826087,4.02173913043478,4.02173913043478,4.02173913043478,0
30-08-2014,23.648,28.2,24.7,,120,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,81,83,81,84,84,5,6,5,5,2.41304347826087,4.02173913043478,4.02173913043478,0,0
31-08-2014,21.8,28.2,24.4,,130,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,83,81,84,84,85,8,5,5,5,2.41304347826087,4.02173913043478,0,0,4.02173913043478
01-09-2014,22.2,28.1,25,,100,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,83.4,84,84,85,83,6,5,5,8,2.41304347826087,0,0,4.02173913043478,0.325
02-09-2014,23.8,28.4,25.9,,120,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,83.4,84,85,83,82,8,5,8,6,1.67369565217391,0,4.02173913043478,0.325,0.325
03-09-2014,21.1,28.2,25.1,,120,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,83.6,85,83,82,82,6,8,6,8,0.934347826086957,4.02173913043478,0.325,0.325,0.325
04-09-2014,23.4,29.0464285714286,25.9,,130,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,83.2,83,82,82,82,5,6,8,6,0.999347826086957,0.325,0.325,0.325,0.325
05-09-2014,22.4,29.2,25.3,,110,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82.8,82,82,82,80,5,8,6,5,1.06434782608696,0.325,0.325,0.325,0.325
06-09-2014,24.2,29,26,,110,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,81.8,82,82,80,84,5,6,5,5,0.325,0.325,0.325,0.325,0.325
07-09-2014,23.2,29,26.1,,120,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82,82,80,84,85,6,5,5,5,0.325,0.325,0.325,0.325,0.325
08-09-2014,23.6,34.4,26.1,,120,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82.6,80,84,85,81,8,5,5,6,0.325,0.325,0.325,0.325,0.325
09-09-2014,22.5,28.5,25.4,,10,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82.4,84,85,81,77,7,5,6,8,0.325,0.325,0.325,0.325,0.325
10-09-2014,22.2,28.6,25.2,10.4,130,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,81.4,85,81,77,80,6,6,8,7,0.325,0.325,0.325,0.325,0
11-09-2014,23.4,29,26.3,,110,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,81.4,81,77,80,79,8,8,7,6,0.26,0.325,0.325,0,0.325
12-09-2014,24.2,28.8,25.4,,110,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80.4,77,80,79,84,6,7,6,8,0.26,0.325,0,0.325,0.325
13-09-2014,24.8,28.8,26.3,9.4,120,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80.2,80,79,84,80,6,6,8,6,0.26,0,0.325,0.325,0
14-09-2014,23,29,25.5,,130,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80,79,84,80,79,5,8,6,6,0.195,0.325,0.325,0,0.325
15-09-2014,23.8,28.9,26.3,,150,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80.4,84,80,79,80,5,6,6,5,0.195,0.325,0,0.325,0
16-09-2014,23,29,25.5,8.4,140,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80.4,80,79,80,81,5,6,5,5,0.195,0,0.325,0,2.4
17-09-2014,23,28.8,25.2,,140,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80.8,79,80,81,85,6,5,5,5,0.61,0.325,0,2.4,0.325
18-09-2014,23.6,29.0464285714286,26.3,,110,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,81,80,81,85,84,6,5,5,6,0.61,0,2.4,0.325,0.325
19-09-2014,25,29,26.7,,120,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,81.8,81,85,84,86,6,5,6,6,0.675,2.4,0.325,0.325,0
20-09-2014,25.1,29.2,26.6,,150,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,83.2,85,84,86,85,5,6,6,6,0.61,0.325,0.325,0,0.325
21-09-2014,24,29.2,26.6,,130,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84.2,84,86,85,82,7,6,6,5,0.675,0.325,0,0.325,0
22-09-2014,24.2,29,26.4,8.5,130,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84.4,86,85,82,83,7,6,5,7,0.195,0,0.325,0,1
23-09-2014,24.4,28.8,26.4,,100,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84,85,82,83,81,7,5,7,7,0.33,0.325,0,1,0.5
24-09-2014,24.7,28.4,26.1,,100,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,83.4,82,83,81,81,36,7,7,7,0.365,0,1,0.5,0
25-09-2014,24,28.5,25.9,,100,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82.4,83,81,81,81,5,7,7,36,0.365,1,0.5,0,0.325
26-09-2014,22,28.6,25.2,10.4,110,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,81.6,81,81,81,81,5,7,36,5,0.365,0.5,0,0.325,0.325
27-09-2014,21.8,28.4,25.1,,130,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,81.4,81,81,81,81.9655172413793,5,36,5,5,0.43,0,0.325,0.325,0
28-09-2014,23.5103448275862,29.2,26.4,9.8,120,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,81.1931034482759,81,81,81.9655172413793,80,5,5,5,5,0.23,0.325,0.325,0,0
29-09-2014,24.6,30,26.9,,120,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80.9931034482759,81,81.9655172413793,80,83,5,5,5,5,0.13,0.325,0,0,0.325
30-09-2014,24.6,29.3,26.7,,130,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,81.3931034482759,81.9655172413793,80,83,86,6,5,5,5,0.195,0,0,0.325,0
